Golden "goldens/principal_happens_light_768.png"	Pixel test failed, 53.72%, 422465px
Golden "goldens/principal_happens_now_hover_light_1440.png"	Pixel test failed, 42.05%, 605520px
Golden "goldens/principal_happens_publication_dark_1024.png"	Pixel test failed, 15.53%, 158976px
Golden "goldens/principal_happens_publication_dark_1440.png"	Pixel test failed, 14.21%, 204590px
Golden "goldens/principal_happens_publication_dark_1440_200.png"	Pixel test failed, 6.16%, 88771px
Golden "goldens/principal_happens_publication_dark_375.png"	Pixel test failed, 14.43%, 64927px
Golden "goldens/principal_happens_publication_dark_768.png"	Pixel test failed, 24.22%, 204590px
Golden "goldens/principal_happens_publication_light_1024.png"	Pixel test failed, 0.64%, 6551px
Golden "goldens/principal_happens_publication_light_1440.png"	Pixel test failed, 0.45%, 6430px
Golden "goldens/principal_happens_publication_light_375.png"	Pixel test failed, 1.25%, 5618px
Golden "goldens/principal_happens_publication_light_375_200.png"	Pixel test failed, 13.04%, 58667px
Golden "goldens/principal_happens_publication_light_768.png"	Pixel test failed, 0.76%, 6430px
Golden "goldens/principal_happens_publication_persisted_media_light_1440.png"	Pixel test failed, 0.34%, 4903px
Golden "goldens/principal_moments_publication_empty_light_1440.png"	Pixel test failed, 1.40%, 20155px
Golden "goldens/principal_profile_dark_1024.png"	Pixel test failed, 0.02%, 224px
Golden "goldens/principal_profile_dark_1440.png"	Pixel test failed, 0.01%, 224px
Golden "goldens/principal_profile_dark_375.png"	Pixel test failed, 0.05%, 224px
Golden "goldens/principal_profile_dark_768.png"	Pixel test failed, 0.03%, 224px
Golden "goldens/principal_profile_editorial_light_375.png"	Pixel test failed, 0.05%, 224px
Golden "goldens/principal_profile_light_1024.png"	Pixel test failed, 0.02%, 224px
Golden "goldens/principal_profile_light_1440.png"	Pixel test failed, 0.01%, 224px
Golden "goldens/principal_profile_light_375.png"	Pixel test failed, 0.05%, 224px
Golden "goldens/principal_profile_light_768.png"	Pixel test failed, 0.03%, 224px
Golden "goldens/principal_profile_moments_dark_1440.png"	Pixel test failed, 0.01%, 224px
Golden "goldens/principal_profile_text_200_dark_1440.png"	Pixel test failed, 0.01%, 224px
Golden "goldens/principal_profile_text_200_light_375.png"	Pixel test failed, 0.05%, 224px
Golden "goldens/settings_1024_dark.png"	Pixel test failed, 0.04%, 384px
Golden "goldens/settings_1440_dark.png"	Pixel test failed, 0.38%, 4869px
Golden "goldens/settings_375_light.png"	Pixel test failed, 0.11%, 384px
Golden "goldens/settings_768_light.png"	Pixel test failed, 0.06%, 384px
Golden "goldens/support_detail_dark_1024.png"	Pixel test failed, 0.02%, 194px
Golden "goldens/support_detail_dark_1440.png"	Pixel test failed, 0.24%, 3068px
Golden "goldens/support_detail_dark_375.png"	Pixel test failed, 0.06%, 194px
Golden "goldens/support_detail_dark_768.png"	Pixel test failed, 0.03%, 194px
Golden "goldens/support_detail_light_1024.png"	Pixel test failed, 0.02%, 194px
Golden "goldens/support_detail_light_1440.png"	Pixel test failed, 0.24%, 3058px
Golden "goldens/support_detail_light_375.png"	Pixel test failed, 0.06%, 194px
Golden "goldens/support_detail_light_768.png"	Pixel test failed, 0.03%, 194px
Golden "goldens/support_kanban_dark_1024.png"	Pixel test failed, 0.02%, 194px
Golden "goldens/support_kanban_dark_1440.png"	Pixel test failed, 0.24%, 3068px
Golden "goldens/support_kanban_dark_375.png"	Pixel test failed, 0.06%, 194px
Golden "goldens/support_kanban_dark_768.png"	Pixel test failed, 0.03%, 194px
Golden "goldens/support_kanban_light_1024.png"	Pixel test failed, 0.02%, 194px
Golden "goldens/support_kanban_light_1440.png"	Pixel test failed, 0.24%, 3058px
Golden "goldens/support_kanban_light_375.png"	Pixel test failed, 0.06%, 194px
Golden "goldens/support_kanban_light_375_text200.png"	Pixel test failed, 0.06%, 194px
Golden "goldens/support_kanban_light_768.png"	Pixel test failed, 0.03%, 194px
Golden "goldens/support_table_dark_1024.png"	Pixel test failed, 0.02%, 194px
Golden "goldens/support_table_dark_1440.png"	Pixel test failed, 0.24%, 3068px
Golden "goldens/support_table_dark_375.png"	Pixel test failed, 0.06%, 194px
Golden "goldens/support_table_dark_768.png"	Pixel test failed, 0.03%, 194px
Golden "goldens/support_table_light_1024.png"	Pixel test failed, 0.02%, 194px
Golden "goldens/support_table_light_1440.png"	Pixel test failed, 0.24%, 3058px
Golden "goldens/support_table_light_375.png"	Pixel test failed, 0.06%, 194px
Golden "goldens/support_table_light_768.png"	Pixel test failed, 0.03%, 194px
Golden "goldens/unit_detail_dark_1440_focus.png"	Pixel test failed, 0.24%, 3068px
Golden "goldens/unit_detail_dark_1440_ready.png"	Pixel test failed, 0.24%, 3068px
Golden "goldens/unit_detail_dark_1440_reload.png"	Pixel test failed, 0.24%, 3068px
Golden "goldens/unit_detail_light_375_focus.png"	Pixel test failed, 0.06%, 194px
Golden "goldens/unit_detail_light_375_ready.png"	Pixel test failed, 0.06%, 194px
Golden "goldens/unit_detail_light_375_reload.png"	Pixel test failed, 0.06%, 194px
Golden "goldens/unit_directory_dark_1024.png"	Pixel test failed, 0.02%, 194px
Golden "goldens/unit_directory_dark_1440.png"	Pixel test failed, 0.24%, 3068px
Golden "goldens/unit_directory_dark_375.png"	Pixel test failed, 0.06%, 194px
Golden "goldens/unit_directory_dark_768.png"	Pixel test failed, 0.03%, 194px
Golden "goldens/unit_directory_light_1024.png"	Pixel test failed, 0.02%, 194px
Golden "goldens/unit_directory_light_1440.png"	Pixel test failed, 0.24%, 3058px
Golden "goldens/unit_directory_light_375.png"	Pixel test failed, 0.06%, 194px
Golden "goldens/unit_directory_light_768.png"	Pixel test failed, 0.03%, 194px
Golden "goldens/unit_directory_table_dark_1024.png"	Pixel test failed, 0.02%, 194px
Golden "goldens/unit_directory_table_dark_1440.png"	Pixel test failed, 0.24%, 3068px
Golden "goldens/unit_directory_table_dark_375.png"	Pixel test failed, 0.06%, 194px
Golden "goldens/unit_directory_table_dark_768.png"	Pixel test failed, 0.03%, 194px
Golden "goldens/unit_directory_table_light_1024.png"	Pixel test failed, 0.02%, 194px
Golden "goldens/unit_directory_table_light_1440.png"	Pixel test failed, 0.24%, 3058px
Golden "goldens/unit_directory_table_light_375.png"	Pixel test failed, 0.06%, 194px
Golden "goldens/unit_directory_table_light_768.png"	Pixel test failed, 0.03%, 194px
Golden "goldens/unit_form_create_light_375.png"	Pixel test failed, 0.06%, 194px
Golden "goldens/unit_form_edit_dark_1440.png"	Pixel test failed, 0.24%, 3068px
